unitid,year,twoyr,fouryr,public,privnp,privfp,openadmp,longitud,latitude,efteug,eftotlt,eftotlw,efwhitt,efdetot,efdesom,upgrntn,upgrntp,pttot,age25o,fips,rucc,ctunemrate,ctwhitepct,ctblackpct,cthisppct,ctasianpct,ctnatamerpct,ctpov100pct,ctmedianinc,cthspct,ctbapct,ctlt5pct,ct5to19pct,ct20to34pct,ct35to60pct,ctgt60pct,ctlandarea,ctpopdens,ctpop,cthhu,stfips,region,stname,statepop,stunemrate,stappropfte,stbapct,stnonwpct,pctbbold,pctbbnew,wmdown
103723,2012,0,1,0,0,1,1,-111.98646,33.40334,851,590,151,199,590,101,653,73,76,257,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.42606522995342
103732,2013,0,0,0,0,1,1,-111.976357,33.602593,80,43,35,26,43,0,64,66,9,20,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.67314631371032
103741,2013,0,0,0,0,1,1,-110.927187,32.235657,215,175,165,41,175,0,240,78,35,74,4019,2,10.7,67,2.21,27.27,1.53,1.99,17.8,52.348,81.95,25.32,6.64,19.06,18.86,31.2,24.23,9187,108,1017.866,466.699,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.53,92.42,6.66553261947622
103787,2013,0,1,0,1,0,1,-112.092247,33.577738,66,79,45,6,79,18,58,79,11,37,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.65094885004052
103811,2013,0,0,0,0,1,1,-112.175304,33.442262,1353,278,28,143,278,0,811,49,0,254,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.67616516738589
103893,2012,0,1,0,0,1,0,-112.115546,33.560821,617,560,476,187,560,1,474,43,0,168,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.4087560095325
103893,2013,0,1,0,0,1,0,-112.115546,33.560821,573,676,565,177,676,0,748,73,0,184,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.64890991641772
103909,2012,1,0,0,0,1,0,-111.855291,33.393013,848,685,555,339,685,1,634,49,0,318,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.50466231116971
103909,2013,1,0,0,0,1,0,-111.855281,33.39207,767,691,563,310,691,1,858,73,67,317,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.78063253545084
103927,2012,1,0,0,0,1,0,-110.977999,32.270862,476,399,314,121,399,18,415,48,0,173,4019,2,10.4,67.55,2.15,26.72,1.52,2.06,17.8,52.084,81.97,25.37,4.94,19.15,19.44,32.06,24.4,9187,108,1005.14,457.023,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.51,92.87,6.46362528854086
103927,2013,1,0,0,0,1,0,-110.977571,32.27094,379,440,347,115,440,2,475,65,3,157,4019,2,10.7,67,2.21,27.27,1.53,1.99,17.8,52.348,81.95,25.32,6.64,19.06,18.86,31.2,24.23,9187,108,1017.866,466.699,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.53,92.42,6.67255835251494
103954,2013,0,0,0,0,1,1,-110.872305,32.237253,61,47,45,18,47,0,46,58,0,23,4019,2,10.7,67,2.21,27.27,1.53,1.99,17.8,52.348,81.95,25.32,6.64,19.06,18.86,31.2,24.23,9187,108,1017.866,466.699,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.53,92.42,6.68124188756961
103963,2013,0,0,0,0,1,1,-112.157344,33.537249,1146,505,24,188,505,0,809,77,0,303,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.65953738627455
104090,2013,0,1,0,0,1,1,-112.15007,33.525384,736,828,671,269,828,0,1230,66,0,529,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.65262453303926
104151,2012,0,1,1,0,0,0,-111.940011,33.421922,55016,59382,29879,35502,59382,27280,23740,41,9437,13428,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.4342241235234
104151,2013,0,1,1,0,0,0,-111.940011,33.421922,38789,38730,17142,22214,38730,18436,13187,34,3741,5477,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.68340952574651
104160,2012,1,0,1,0,0,1,-114.495968,32.689306,5601,7877,4511,1670,7877,3375,4886,58,5146,2651,4027,3,14.5,56.25,0.83,41.95,0.41,0.55,21.1,43.854,60.57,13.84,6.89,23.63,19.75,26.57,23.17,5514,37,203.406,93.532,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.11,13.2,6.52922283989812
104160,2013,1,0,1,0,0,1,-114.495968,32.689306,5454,8000,4541,1637,8000,3082,4571,58,5197,2533,4027,3,13,56.03,0.84,42.18,0.42,0.53,21.1,44.13,60.5,13.85,8.71,23.39,19.22,25.82,22.85,5514,36,207.305,96.731,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.76,20.02,6.60419835510223
104179,2012,0,1,1,0,0,0,-110.950769,32.232071,29451,31565,16503,17789,31565,8864,10303,34,3355,2741,4019,2,10.4,67.55,2.15,26.72,1.52,2.06,17.8,52.084,81.97,25.37,4.94,19.15,19.44,32.06,24.4,9187,108,1005.14,457.023,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.51,92.87,6.4619227661994
104179,2013,0,1,1,0,0,0,-110.950769,32.232071,30837,31670,16559,17273,31670,8506,10306,33,3269,2883,4019,2,10.7,67,2.21,27.27,1.53,1.99,17.8,52.348,81.95,25.32,6.64,19.06,18.86,31.2,24.23,9187,108,1017.866,466.699,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.53,92.42,6.66244907316497
104294,2013,0,0,0,0,1,1,-111.925481,33.623979,151,226,206,150,226,0,170,57,97,89,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.70282342001142
104346,2012,1,0,1,0,0,1,-111.652501,32.957092,5246,7018,4461,3328,7018,3040,3399,46,4663,3259,4021,1,12.4,69,3.2,22.59,1.25,3.96,14.4,54.246,69.39,13.87,6.92,22.61,16.87,27.35,26.24,5366,72,417.093,177.454,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.47,72.97,7.0394547626509
104346,2013,1,0,1,0,0,1,-111.652501,32.957092,4893,6445,4068,3000,6445,3013,3259,46,4316,2912,4021,1,8.9,68.82,3.19,22.88,1.26,3.85,14.4,54.673,69.31,13.96,8.79,22.62,16.47,26.31,25.81,5366,73,437.857,184.881,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.73,74.42,7.45319282802397
104364,2012,0,1,0,0,1,1,-110.895086,32.236736,726,784,449,289,784,0,600,86,0,493,4019,2,10.4,67.55,2.15,26.72,1.52,2.06,17.8,52.084,81.97,25.37,4.94,19.15,19.44,32.06,24.4,9187,108,1005.14,457.023,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.51,92.87,6.46339090056443
104391,2013,0,0,0,0,1,1,-114.328134,34.475275,84,83,75,66,83,0,95,63,0,40,4015,3,14.5,86.99,0.31,11.16,0.26,1.29,18.7,42.229,77.01,10.46,6.07,17.72,16.15,27.76,32.3,13311,15,211.371,114.407,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,96.82,66.89,6.76123394082897
104425,2012,1,0,1,0,0,1,-109.690422,31.365757,10050,4516,2454,2087,4516,895,1644,33,3009,2110,4003,3,10.5,74.01,2.87,21.87,0.97,0.29,17.7,49.107,79.2,20.71,5.1,19.53,18.98,29.73,26.66,6166,21,133.467,60.303,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.2,70.16,6.4646956422699
104425,2013,1,0,1,0,0,1,-109.690422,31.365757,8597,4453,2368,1978,4453,877,1391,31,2804,2019,4003,3,8.7,73.38,2.99,22.34,1.01,0.28,17.7,49.466,79.3,20.85,7.16,19.44,18.46,28.75,26.19,6166,21,135.071,61.236,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.31,74,6.87319409024266
104434,2013,0,0,0,0,1,1,-111.625936,35.197151,75,53,52,26,53,0,71,75,0,17,4005,3,8.3,61.51,0.55,11.31,0.77,25.85,23.8,52.055,82.42,28.13,7.42,20.66,22.95,33.01,15.95,18619,7,136.741,64.645,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,93,48.56,6.63443006541717
104443,2013,0,0,0,0,1,1,-111.860423,33.347586,141,113,98,34,113,0,138,71,27,53,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.82424774495122
104504,2013,0,0,0,0,1,1,-110.856785,32.21901,188,143,105,81,143,0,162,71,47,81,4019,2,10.7,67,2.21,27.27,1.53,1.99,17.8,52.348,81.95,25.32,6.64,19.06,18.86,31.2,24.23,9187,108,1017.866,466.699,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.53,92.42,6.6863831779058
104531,2012,0,1,0,0,1,0,-112.104445,33.566087,1836,1419,452,636,1419,410,1113,63,771,858,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.40793351034466
104568,2013,0,0,0,0,1,1,-111.858305,33.376583,492,273,263,143,273,0,390,79,96,80,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.79349155080646
104586,2012,0,1,0,1,0,0,-112.452285,34.615678,1632,1678,307,1032,1678,59,522,31,102,229,4025,3,10.9,88.44,0.15,10.45,0.26,0.71,18.3,46.795,83.89,19.9,4.27,16.03,16.38,28.14,35.17,8124,26,218.887,115.451,4,4,Arizona,6551.149,9.8,4869,17.82,30,94.24,75.7,6.7754238115241
104586,2013,0,1,0,1,0,0,-112.452285,34.615678,1674,1879,394,1092,1879,43,484,29,126,219,4025,3,10.9,87.96,0.15,10.95,0.25,0.69,18.3,47.126,83.87,19.88,5.24,16.2,16.21,27.42,34.93,8124,26,222.495,117.289,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.13,77.52,7.05054734537593
104708,2012,1,0,1,0,0,1,-112.188334,33.567483,12727,21361,11477,10427,21361,2714,8212,38,14026,7285,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.43323328015012
104708,2013,1,0,1,0,0,1,-112.188334,33.567483,12533,20872,11199,9787,20872,2933,8147,38,13648,6937,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.68504959146773
104717,2013,0,1,0,0,1,0,-112.129917,33.512172,27695,35205,26577,15451,35205,5641,16394,53,27221,23377,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.63920914005309
104805,2013,0,1,0,0,1,1,-112.050186,33.494316,3081,2238,1809,963,2238,0,1446,78,0,1566,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.61026042123303
104911,2013,0,0,0,0,1,1,-111.862674,33.392961,269,210,199,77,210,0,288,72,0,82,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.7732777287141
105118,2012,1,0,0,0,1,1,-112.118921,33.608202,920,419,331,216,419,178,347,48,0,209,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.42769408806588
105145,2012,1,0,1,0,0,1,-111.996527,33.4495,3567,6720,3517,2641,6720,678,2300,34,5375,4036,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.39706417857065
105145,2013,1,0,1,0,0,1,-111.996527,33.4495,3414,6440,3260,2446,6440,660,2267,34,5095,3756,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.63129245534082
105154,2012,1,0,1,0,0,1,-111.871494,33.391256,15362,25024,12952,13482,25024,4500,10116,39,16922,10020,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.49540613405326
105154,2013,1,0,1,0,0,1,-111.871494,33.391256,14726,23678,12159,12262,23678,4286,9324,37,16128,9496,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.76717110444236
105206,2012,1,0,1,0,0,1,-114.030244,35.270737,3863,5220,3375,3873,5220,1210,3113,51,3808,2624,4015,3,15.4,87.58,0.3,10.59,0.23,1.29,18.7,41.985,77.03,10.44,4.58,17.51,16.41,28.62,32.89,13311,15,207.814,113.402,4,4,Arizona,6551.149,9.8,4869,17.82,30,96.85,57.52,6.6432008640028
105206,2013,1,0,1,0,0,1,-114.030244,35.270737,3309,5227,3333,3819,5227,617,2491,48,3794,2425,4015,3,14.5,86.99,0.31,11.16,0.26,1.29,18.7,42.229,77.01,10.46,6.07,17.72,16.15,27.76,32.3,13311,15,211.371,114.407,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,96.82,66.89,6.74315606457928
105215,2013,1,0,0,0,1,1,-112.121336,33.684428,2976,2049,101,1478,2049,0,1601,48,0,1170,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.71981756058596
105297,2012,0,1,1,0,0,1,-109.294679,36.327588,1603,1970,1349,19,1970,1198,1401,65,819,866,4001,6,17.4,23.05,0.11,2.78,0.06,74,34.5,31.259,62.89,10.48,7.32,30.25,23.61,24.71,14.11,11198,7,70.974,33.114,4,4,Arizona,6551.149,9.8,4869,17.82,30,37.06,0.29,6.18171624792741
105297,2013,0,1,1,0,0,1,-109.21684,36.293328,1357,1466,999,7,1466,926,1620,82,554,655,4001,6,17.5,23.3,0.13,3.19,0.07,73.31,34.5,31.489,62.96,10.51,9.61,29.66,23.24,23.78,13.71,11198,6,71.07,33.764,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,58.48,5.91,6.48299522768183
105330,2013,0,1,1,0,0,0,-111.657653,35.180095,19645,22160,12817,13899,22160,4775,8223,38,3583,4408,4005,3,8.3,61.51,0.55,11.31,0.77,25.85,23.8,52.055,82.42,28.13,7.42,20.66,22.95,33.01,15.95,18619,7,136.741,64.645,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,93,48.56,6.65244437707289
105349,2012,1,0,1,0,0,1,-110.1316,34.922221,2064,3718,2221,1776,3718,577,1256,32,2520,1434,4017,4,21.5,49.88,0.37,6.58,0.15,43.02,27.8,43.232,70.93,11.59,6.88,27.45,21.79,25.81,18.07,9950,11,108.501,58.384,4,4,Arizona,6551.149,9.8,4869,17.82,30,63.58,48.59,6.10604924755406
105349,2013,1,0,1,0,0,1,-110.1316,34.922221,1964,3233,1949,1589,3233,566,1094,29,2559,1275,4017,4,19.4,49.79,0.38,7.66,0.15,42.01,27.8,43.61,71.13,11.66,9.54,26.92,21.16,24.73,17.66,9950,11,109.352,59.814,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,70.99,47.88,6.26145382067014
105367,2012,0,1,0,1,0,1,-112.113447,33.577907,529,336,248,85,336,38,151,35,401,287,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.4144687531818
105428,2012,1,0,1,0,0,1,-112.088293,33.481361,7137,12228,7552,3613,12228,1972,5906,47,8887,6434,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.38883639619971
105428,2013,1,0,1,0,0,1,-112.088293,33.481361,7001,12676,7711,3696,12676,2222,5787,47,9255,6389,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.61969807257438
105482,2013,0,0,0,0,1,1,-111.908433,33.466554,115,87,59,52,87,0,83,55,39,54,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.68282941074179
105516,2012,0,1,0,0,1,1,-111.965231,33.403653,3490,3724,2079,1280,3724,211,2138,50,0,3069,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.43384409602371
105516,2013,0,1,0,0,1,1,-111.966271,33.40319,2721,3099,1668,1007,3099,193,1952,52,0,2627,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.68270777417591
105525,2012,1,0,1,0,0,1,-110.887017,32.22177,21539,32988,17647,14963,32988,23879,13238,36,21095,13955,4019,2,10.4,67.55,2.15,26.72,1.52,2.06,17.8,52.084,81.97,25.37,4.94,19.15,19.44,32.06,24.4,9187,108,1005.14,457.023,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.51,92.87,6.46350932411357
105525,2013,1,0,1,0,0,1,-110.887019,32.221772,18794,30082,15963,13135,30082,4701,10780,33,19306,12681,4019,2,10.7,67,2.21,27.27,1.53,1.99,17.8,52.348,81.95,25.32,6.64,19.06,18.86,31.2,24.23,9187,108,1017.866,466.699,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.53,92.42,6.67490748700181
105534,2013,0,1,0,0,1,1,-110.921306,32.250448,2357,1726,1285,748,1726,0,1303,49,0,1062,4019,2,10.7,67,2.21,27.27,1.53,1.99,17.8,52.348,81.95,25.32,6.64,19.06,18.86,31.2,24.23,9187,108,1017.866,466.699,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.53,92.42,6.66931846802397
105543,2013,1,0,0,0,1,1,-106.594451,35.10485,1393,930,765,223,930,0,925,62,0,501,35001,2,7.7,57.95,1.53,36.57,1.09,2.85,16.4,53.78,82.15,27.86,7.34,20.21,19.4,32.78,20.27,1161,581,699.021,300.719,35,4,New Mexico,2085.287,9.2,8580,13.21,44.45,100,96.51,7.03609285896061
105589,2013,0,1,0,1,0,0,-112.476509,34.5445,680,545,301,396,545,158,306,45,101,208,4025,3,10.9,87.96,0.15,10.95,0.25,0.69,18.3,47.126,83.87,19.88,5.24,16.2,16.21,27.42,34.93,8124,26,222.495,117.289,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.13,77.52,7.00929569328722
105659,2012,1,0,0,0,1,1,-111.989357,33.448692,1105,632,12,279,632,10,797,67,0,482,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.39952609138105
105659,2013,1,0,0,0,1,1,-111.989357,33.448692,842,621,12,265,621,11,653,65,0,467,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.63477941951661
105668,2012,1,0,1,0,0,1,-111.975201,33.413138,14263,24342,15343,13953,24342,667,7296,29,20643,12807,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.42341506173527
105668,2013,1,0,1,0,0,1,-111.975201,33.413138,14894,21472,13309,12385,21472,642,6229,26,18418,10090,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.66834943632022
105677,2013,0,0,0,0,1,1,-112.086161,33.45489,59,39,1,33,39,0,28,47,0,2,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.62681918037516
105747,2012,1,0,1,0,0,1,-111.887298,33.509489,6350,10895,5689,6957,10895,1605,2571,22,7429,3928,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.43982535497031
105747,2013,1,0,1,0,0,1,-111.887298,33.509489,6030,10313,5510,6524,10313,1651,2393,22,7154,3762,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.69230211485117
105792,2012,1,0,1,0,0,1,-112.057515,33.381001,2779,4843,2986,887,4843,585,2362,50,3345,1973,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.43143523240702
105792,2013,1,0,1,0,0,1,-112.057515,33.381001,2736,4718,2850,795,4718,553,2445,50,3281,1975,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.68014978910305
106102,2012,0,1,0,0,1,1,-112.118422,33.600673,1420,2129,1373,1041,2129,120,983,39,0,2006,4013,1,8.6,69,3.54,23.97,2.41,1.08,16.6,62.555,79.88,24.83,6.27,22.1,19.03,30.97,21.63,9200,428,3959.538,1713.646,4,4,Arizona,6551.149,9.8,4869,17.82,30,99.88,97.22,6.42455720129555
106102,2013,0,1,0,0,1,1,-111.96412,33.403635,985,1497,973,690,1497,55,822,39,0,1388,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.68353967306389
106111,2013,0,0,0,0,1,1,-112.118168,33.538093,231,172,157,48,172,0,257,81,42,73,4013,1,7.6,68.3,3.62,24.55,2.47,1.06,16.6,62.891,79.81,24.8,7.92,22.1,18.52,29.97,21.48,9200,436,4030.4,1753.622,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.98,97.2,6.6400769745244
106148,2012,1,0,1,0,0,1,-112.454156,34.547512,3879,8283,4706,5143,8283,1850,2447,31,6688,4612,4025,3,10.9,88.44,0.15,10.45,0.26,0.71,18.3,46.795,83.89,19.9,4.27,16.03,16.38,28.14,35.17,8124,26,218.887,115.451,4,4,Arizona,6551.149,9.8,4869,17.82,30,94.24,75.7,6.75032809337329
106148,2013,1,0,1,0,0,1,-112.454156,34.547512,4258,8197,4615,4654,8197,1771,2605,31,5973,4421,4025,3,10.9,87.96,0.15,10.95,0.25,0.69,18.3,47.126,83.87,19.88,5.24,16.2,16.21,27.42,34.93,8124,26,222.495,117.289,4,4,Arizona,6626.624,8.9,4958,13.83,30.53,99.13,77.52,7.02699141950336
